Years	 Months 	Days	Ahlan	Atchakpa	Atcherigbe	Beterou	Bonou	Dome	Kaboua
2007	7	7	238.3999939	7.149000168	9.651000023	1.149000049	63.74000168	12.73999977	2.601999998
2007	7	8	240.6000061	5.947999954	9.543000221	0.814999998	52.40000153	9.703000069	2.140000105
2007	7	9	242.8000031	4.831999779	9.543000221	0.621999979	44.00999832	7.927000046	1.853000045
2007	7	10	245	3.750999928	9.543000221	0.503000021	44.11000061	6.834000111	1.601999998
2007	7	11	247.1999969	3.089999914	9.543000221	0.375	44.90999985	6.162000179	1.376999974
2007	7	12	249.3999939	2.885999918	9.543000221	0.296999991	42.31000137	5.590000153	1.338000059
2007	7	13	251.6000061	2.683000088	9.543000221	0.239999995	40.25999832	5.125	1.379999995
2007	7	14	253.8000031	2.505000114	9.543000221	0.216000006	45.54999924	4.782999992	1.342000008
2007	7	15	256	2.473999977	9.543000221	0.192000002	59.66999817	4.412000179	1.521999955
2007	7	16	258.2000122	5.201000214	9.543000221	0.167999998	71.12000275	4.335000038	3.849999905
2007	7	17	260.3999939	8.043000221	9.543000221	0.143999994	80.26000214	6.270999908	3.892999887
2007	7	18	262.6000061	8.001000404	9.543000221	0.143999994	116.0999985	13.06999969	3.892999887
2007	7	19	264.7999878	8.243000031	9.543000221	0.684000015	175.6000061	9.48900032	4.083000183
2007	7	20	266.8999939	11.09000015	9.701000214	1.373999953	269.1000061	8.065999985	3.569999933
2007	7	21	269.1000061	59.22999954	131.1999969	1.822999954	332.3999939	9.48900032	3.173000097
2007	7	22	271.2999878	89.72000122	96.61000061	5.06799984	347.2999878	22.35000038	3.121999979
2007	7	23	273.5	91.23999786	41.47000122	5.710000038	348.2000122	55.59999847	3.236999989
2007	7	24	275.7000122	92.76000214	27.42000008	5.833000183	368.1000061	66.06999969	3.377000093
2007	7	25	277.8999939	94.27999878	19.03000069	11.43000031	387.6000061	51.38000107	4.052999973
2007	7	26	280.1000061	95.80000305	50.08000183	20.05999947	386.7000122	30.12000084	5.145999908
2007	7	27	392.2999878	97.31999969	337.5	14.61999989	373.7000122	34.27999878	6.157999992
2007	7	28	535.7000122	98.83999634	598.7000122	12.43999958	390.3999939	61.54999924	7.573999882
2007	7	29	408.7000122	100.4000015	525.4000244	14.22000027	413.8999939	104.0999985	6.772999763
2007	7	30	371.3999939	101.6999969	123.0999985	15.47999954	361.3999939	126.0999985	7.092999935
2007	7	31	340.3999939	87.37000275	57.04999924	16.86000061	303.8999939	136.5	5.940000057
2007	8	1	286.2000122	69.31999969	63.49000168	21.29000092	291.7000122	127.8000031	5.315999985
2007	8	2	161.1000061	62.95000076	51.52000046	25.70000076	334.7000122	116.5	4.673999786
2007	8	3	94.44000244	83.25	53.02999878	43.43999863	348.7999878	103	4.368000031
2007	8	4	76.38999939	77.43000031	48.29999924	41.52000046	341	85.18000031	4.289999962
2007	8	5	72.90000153	69.76000214	36.77999878	37.11000061	316	70.33999634	4.952000141
2007	8	6	69.61000061	80.86000061	33.47000122	30.51000023	299	49.13999939	5.849999905
2007	8	7	68.29000092	94.94999695	28.52000046	25	249.8999939	36.29999924	5.278999805
2007	8	8	67.62000275	91.90000153	25.55999947	22.12999916	213.6000061	28.97999954	4.659999847
2007	8	9	66.26000214	88.25	28.17000008	20.14999962	193.8999939	25.19000053	4.585000038
2007	8	10	67.58000183	144.1000061	154.5	19.13999939	187.5	29.14999962	9.041999817
2007	8	11	126.0999985	151.1000061	211.3000031	29.02000046	250.1000061	58.09999847	7.165999889
2007	8	12	137.8999939	135.1000061	209	29.79999924	275.7999878	76.98000336	10.60000038
2007	8	13	132.6999969	124.5	168.8000031	27.55999947	262.2000122	95.98999786	15.36999989
2007	8	14	173	151.6999969	310.2999878	37.61999893	279.5	110.0999985	18.87000084
2007	8	15	203.1999969	140.1999969	400.7000122	53.81000137	330.8999939	113.4000015	17.90999985
2007	8	16	180.6999969	122.5999985	273.7000122	76.15000153	327.8999939	117.5	20.19000053
2007	8	17	199.3999939	275.8999939	185.6999969	66.76999664	325.3999939	128.1000061	27
2007	8	18	299.7000122	359.8999939	243.8000031	53.95999908	365.2000122	125.8000031	23.28000069
2007	8	19	305.5	288.7999878	201.3999939	50.72000122	467.5	120.1999969	30.01000023
2007	8	20	288.6000061	226.1000061	141.3999939	64.5	514.2000122	118.3000031	35.02000046
2007	8	21	224.6000061	268.7000122	144.8999939	72.30999756	527.0999756	117.3000031	37.00999832
2007	8	22	193.8999939	298.7000122	184	89.84999847	533.7000122	114.1999969	55.91999817
2007	8	23	163.1999969	296.8999939	189	110.9000015	545.0999756	111.8000031	79.63999939
2007	8	24	135.1000061	316.7999878	183.8000031	119.5	557	111.4000015	71.63999939
2007	8	25	257.6000061	719.5999756	138.5	107.5	562.9000244	112.0999985	90.08000183
2007	8	26	498.5	502.8999939	87.01999664	113.0999985	584.4000244	112.0999985	71.09999847
2007	8	27	599.2000122	412.1000061	94.98999786	135.1000061	628.9000244	110.3000031	67.19000244
2007	8	28	601.7999878	543.5	126.3000031	143.8000031	657.2999878	107.5	77.66999817
2007	8	29	609.2000122	466.7999878	176.1999969	178.1999969	679.5999756	106.1999969	84.95999908
2007	8	30	598.2999878	414.3999939	163	230.5	689.2999878	110.4000015	81.33000183
2007	8	31	561	487.2000122	192.1000061	287.1000061	703.0999756	112.5	126.1999969
2007	9	1	617.7999878	759.5	387.7000122	334.7000122	719.5	113.6999969	140.8000031
2007	9	2	812.2999878	1241	463.8999939	367	749.7000122	114.6999969	215.3000031
2007	9	3	1088	1369	365.2999878	389.5	788.5	125.8000031	226.1999969
2007	9	4	1133	1234	314.6000061	406.7999878	824	136	175.8999939
2007	9	5	1133	1046	495.7999878	441.3999939	858.2999878	134.6000061	142.5
2007	9	6	1132	998.2000122	611.2999878	469.7000122	888.2000122	132.3000031	154.1000061
2007	9	7	1132	991.5999756	614.2000122	485	902.5999756	137.3000031	158.3000031
2007	9	8	1132	1030	438.3999939	502.5	914	141	183.5
2007	9	9	1132	1185	359.2000122	517.4000244	929.2000122	140	224
2007	9	10	1131	1206	533.4000244	527.7000122	938.5999756	134.6000061	240.8000031
2007	9	11	1131	1057	488.3999939	544.2999878	939	133.5	217.3000031
2007	9	12	1131	936.5999756	382.1000061	562.0999756	939.0999756	137	197.5
2007	9	13	1131	925.2000122	368.6000061	573.7999878	942.2999878	135.1999969	195.1000061
2007	9	14	1130	925.9000244	295.2000122	574.5999756	948	131.1999969	179.6000061
2007	9	15	1130	923.5	214.1000061	557.7000122	949.7999878	128.6000061	173.8999939
2007	9	16	1129	914.2999878	185.1000061	519.2000122	948.5999756	123.0999985	174.6999969
2007	9	17	1125	877.5999756	167.3000031	480.7000122	949.2000122	117.1999969	174.8000031
2007	9	18	1122	872.9000244	169.3000031	442.1000061	946.0999756	113.6999969	196
2007	9	19	1118	826.2999878	183.1000061	403.6000061	943.9000244	111.9000015	210.3999939
2007	9	20	1114	681.9000244	134.3000031	365.1000061	942.5999756	111.1999969	215.6999969
2007	9	21	1108	662	150	326.6000061	941.2000122	110.9000015	220.6999969
2007	9	22	1102	616.7999878	140	289.1000061	939	109.0999985	219.1000061
2007	9	23	1097	623.9000244	184.8999939	269.3999939	934.7999878	108.4000015	276.8999939
2007	9	24	1103	890.4000244	208.3000031	245.8999939	931.4000244	108.6999969	320.3999939
2007	9	25	1128	865.4000244	208.5	231.8999939	928.9000244	110.8000031	353.2000122
2007	9	26	1128	767.2000122	280.3999939	250.3000031	923.4000244	112.5	362
2007	9	27	1126	729.7999878	241.1000061	260	915.7000122	113.1999969	347.7000122
2007	9	28	1124	700.7000122	172.1000061	256.2999878	909.7999878	115.9000015	331
2007	9	29	1122	646.2999878	143.5	245.5	892.0999756	115.6999969	318.2000122
2007	9	30	1121	574.5	183.5	204.3000031	719.2000122	112.5999985	288
2007	10	1	1110	529.2000122	115.4000015	181.8999939	672.5999756	110	269.7000122
2007	10	2	1071	482.6000061	100.3000031	157.3000031	658.0999756	108.5999985	256.2999878
2007	10	3	1048	446.5	152.5	132.6999969	661.2000122	103.1999969	242.6000061
2007	10	4	989.5	403.7000122	114.0999985	116.4000015	674	101.1999969	249.6999969
2007	10	5	853.5999756	365.1000061	97.05000305	101.6999969	687.2000122	102.3000031	245.6000061
2007	10	6	837.7999878	356.2000122	97.63999939	92.98000336	687.9000244	99.75	221.1000061
2007	10	7	803.5999756	384.1000061	204.6000061	104.8000031	678.5	92.88999939	234.6000061
2007	10	8	776.2000122	372.2999878	176.6999969	113.3000031	666.2000122	93.63999939	231.8000031
2007	10	9	769.2999878	386.8999939	127.8000031	112.5	661.2999878	103.6999969	231.3000031
2007	10	10	755.0999756	364.5	91.76000214	95.44999695	648.9000244	107.8000031	202
2007	10	11	735.0999756	335.6000061	77.27999878	87.45999908	638.7999878	104.5	195.3000031
2007	10	12	715.4000244	276.3999939	56.52000046	74.48999786	622.5	96.48999786	183.5
2007	10	13	694.7999878	238.8000031	49.09000015	62.77000046	599.4000244	80.91000366	165.1999969
2007	10	14	668.7000122	212.6000061	40.33000183	54.83000183	581.7000122	60.88000107	147.8000031
2007	10	15	600.9000244	191	34.56000137	48.95000076	565.9000244	45.02999878	132.1000061
2007	10	16	549.2999878	174.3999939	31	45	547.0999756	36.08000183	120.4000015
2007	10	17	461.1000061	159.8000031	27.95000076	41.66999817	522	30.98999977	110.3000031
2007	10	18	371.5	149.8999939	24.76000023	38.52999878	496.7999878	27.40999985	103.3000031
2007	10	19	338.8999939	141.1000061	22.27000046	35.38000107	480.1000061	24.63999939	92.43000031
2007	10	20	320.2999878	133.1999969	21.56999969	32.11000061	467.2000122	22.52000046	84.72000122
2007	10	21	308.2000122	124.9000015	19.29000092	31.70999908	455.7999878	21.47999954	77.37999725
2007	10	22	291.5	112.4000015	17.19000053	39.45000076	441.3999939	19.87999916	82.73999786
2007	10	23	279.5	104.8000031	15.64000034	41.02999878	423	18.21999931	93.52999878
2007	10	24	269.2999878	101.3000031	14.14000034	42.02999878	372.7999878	16.98999977	95.23999786
2007	10	25	254.3000031	103	12.97000027	38.40000153	344.3999939	15.80000019	82.87999725
2007	10	26	243.1000061	97.58999634	12.03999996	32.49000168	335.1000061	14.97999954	71.37999725
2007	10	27	243.6000061	94.05999756	13.52000046	31.04999924	328.7000122	15.93000031	68.91999817
2007	10	28	239.3000031	91.84999847	23.68000031	30.56999969	317.2000122	17.57999992	65.69999695
2007	10	29	229.5	88.94000244	19.87000084	27.96999931	316.3999939	24.94000053	58.70000076
2007	10	30	216	85.69999695	18.29999924	26.53000069	311.2999878	27.63999939	54.41999817
2007	10	31	183.6000061	83.16999817	12.67000008	26	290.1000061	22.36000061	51.02999878
2007	11	1	170.3000031	74.84999847	9.822999954	24.38999939	262.3999939	18.31999969	47.24000168
2007	11	2	159	62.90000153	8.536000252	20.82999992	241.6000061	15.06000042	45.79999924
2007	11	3	151.8000031	59.02000046	8.274000168	18.38999939	222.1000061	13.25	41.70999908
2007	11	4	141.5	53.72999954	8.390999794	16.48999977	200.8000031	12.09000015	35.65999985
2007	11	5	130.5	52.65000153	8.708000183	14.82999992	183.3000031	11.34000015	33.38000107
2007	11	6	122.8000031	46.93999863	10.56999969	13.39999962	170.3000031	11.44999981	33.15000153
2007	11	7	119.0999985	42.38999939	8.486000061	12.53999996	160.6999969	11.97999954	32.15000153
2007	11	8	116.5999985	38.95999908	6.385000229	11.18999958	156	12.21000004	29.90999985
2007	11	9	113.1999969	35.91999817	4.837999821	10.07999992	140.6999969	10.93999958	27.77000046
2007	11	10	107.3000031	33.47000122	3.917000055	8.642999649	124.3000031	9.87899971	24.63999939
2007	11	11	98.80000305	33.40000153	3.885999918	6.723999977	109.0999985	9.616999626	22.44000053
2007	11	12	87.83000183	32.65000153	3.381000042	6.320000172	97.16000366	9.333000183	21.22999954
2007	11	13	81.01000214	32	2.921000004	6.320000172	89.61000061	8.673999786	20.11000061
2007	11	14	76.05999756	31.34000015	2.398000002	6.320000172	81.87999725	8.057999611	18.80999947
2007	11	15	78.33999634	30.12000084	1.93599999	6.320000172	74.34999847	7.613999844	17.38999939
2007	11	16	75.01999664	29.21999931	1.601999998	6.320000172	67.45999908	7.171000004	17.36000061
2007	11	17	68.56999969	27.56999969	1.521999955	6.320000172	60.02000046	6.71999979	21.87999916
2007	11	18	61.18999863	22.90999985	1.656999946	6.320000172	52.75	6.413000107	22.54000092
2007	11	19	53.15000153	18.04000092	1.332999945	6.320000172	45.61000061	6.191999912	21.63999939
2007	11	20	49.24000168	14.56999969	0.986999989	6.320000172	40.59000015	6.112999916	18.48999977
2007	11	21	46.43999863	12.85000038	0.782999992	4.34100008	36.38999939	5.940000057	15.48999977
2007	11	22	45.58000183	12.76000023	0.658999979	2.52699995	32.63999939	5.703999996	13.85000038
2007	11	23	43.77000046	11.64000034	0.569000006	2.696000099	29.63999939	5.474999905	13.18999958
2007	11	24	41.86999893	10.76000023	0.449999988	2.510999918	25.93000031	5.239999771	12.07999992
2007	11	25	40.56999969	9.618000031	0.326999992	2.332999945	22.17000008	5.105000019	11.01000023
2007	11	26	38.52999878	8.987000465	0.203999996	2.019999981	21.14999962	4.903999805	10.27999973
2007	11	27	36.61000061	8.545999527	0.158999994	1.815000057	20.21999931	4.710000038	9.37899971
2007	11	28	35.02000046	8.097000122	0.105999999	1.628999949	18.67000008	4.618000031	8.670999527
2007	11	29	33.40000153	7.272999763	0.097000003	1.472000003	17.32999992	4.52699995	7.809999943
2007	11	30	31.70999908	6.388999939	0.096000001	1.347000003	16.23999977	4.452000141	6.96600008
2007	12	1	30.32999992	5.598999977	0.090000004	1.258999944	15.22999954	4.342000008	6.138000011
2007	12	2	29.38999939	5.053999901	0.085000001	1.121000051	14.34000015	4.267000198	5.56799984
2007	12	3	28.45999908	4.606999874	0.079000004	0.995000005	13.47000027	4.197999954	5.244999886
2007	12	4	27.52000046	4.349999905	0.079999998	0.904999971	12.60000038	4.09499979	4.837999821
2007	12	5	26.59000015	4.140999794	0.094999999	0.762000024	11.97000027	4.018000126	4.552000046
2007	12	6	25.64999962	3.901000023	0.088	0.762000024	11.42000008	3.953999996	5.224999905
2007	12	7	24.71999931	4.801000118	0.082000002	0.762000024	11.18000031	3.890000105	6.737999916
2007	12	8	23.78000069	4.583000183	0.079999998	0.762000024	10.77999973	3.851999998	9.416999817
2007	12	9	22.85000038	4.18200016	0.287999988	0.762000024	10.18999958	3.809999943	10.17000008
2007	12	10	21.90999985	3.99000001	0.303000003	0.762000024	9.595000267	3.759000063	9.93500042
2007	12	11	20.97999954	3.79399991	0.111000001	0.762000024	9.18900013	3.805000067	8.44299984
2007	12	12	20.04000092	3.687999964	0.088	0.762000024	9.06099987	3.717000008	6.197000027
2007	12	13	19.11000061	3.523999929	0.082999997	0.579999983	9.06099987	3.683000088	5.538000107
2007	12	14	18.17000008	3.344000101	0.086000003	0.356000006	8.93500042	3.737999916	5.357999802
2007	12	15	17.22999954	3.164000034	0.085000001	0.356000006	8.376999855	3.681999922	5.151000023
2007	12	16	16.29999924	2.983999968	0.082000002	0.356000006	7.94299984	3.642999887	4.385000229
2007	12	17	15.35999966	2.759000063	0.075000003	0.356000006	7.425000191	3.572999954	3.614000082
2007	12	18	14.43000031	2.621999979	0.068000004	0.356000006	7.097000122	3.53399992	3.328000069
2007	12	19	13.48999977	2.502000093	0.061999999	0.356000006	6.789000034	3.473999977	3.002000093
2007	12	20	12.56000042	2.431999922	0.059	0.356000006	6.604000092	3.434999943	2.743999958
2007	12	21	11.61999989	2.322000027	0.056000002	0.356000006	6.30700016	3.400000095	2.63499999
2007	12	22	10.68999958	2.203000069	0.050999999	0.356000006	6.065000057	3.318000078	2.016000032
2007	12	23	9.751000404	2.082000017	0.048999999	0.356000006	5.907999992	3.257999897	1.671000004
2007	12	24	8.815999985	1.963000059	0.046	0.356000006	5.68599987	3.257999897	1.506999969
2007	12	25	7.880000114	1.843000054	0.043000001	0.356000006	5.506999969	3.252000093	1.600000024
2007	12	26	6.945000172	1.730999947	0.041999999	0.356000006	5.271999836	3.191999912	1.63499999
2007	12	27	6.010000229	1.720000029	0.039000001	0.298999995	5.113999844	3.187000036	1.625
2007	12	28	5.073999882	1.712000012	0.035999998	0.298000008	4.881000042	3.183000088	1.5
2007	12	29	4.138999939	1.610999942	0.037	0.298000008	4.643000126	3.163000107	1.335000038
2007	12	30	3.203000069	1.600000024	0.034000002	0.298000008	4.486000061	3.187000036	1.294999957
2007	12	31	2.38499999	1.600000024	0.034000002	0.298000008	4.302999973	3.187000036	1.238999963
2008	1	1	2.267999887	1.600000024	0.034000002	0.298000008	4.230000019	3.178999901	1.200000048
2008	1	2	2.256999969	1.600000024	0.030999999	0.298000008	4.230000019	3.082000017	1.180999994
2008	1	3	2.194000006	1.600000024	0.030999999	0.298000008	4.230000019	3.111000061	0.977999985
2008	1	4	2.174000025	1.600000024	0.025	0.298000008	4.230000019	3.079999924	0.856000006
2008	1	5	2.109999895	1.600000024	0.023	0.298000008	4.230000019	3.006999969	0.796999991
2008	1	6	2.099999905	1.600000024	0.023	0.298000008	4.230000019	2.937000036	0.699000001
2008	1	7	2.099999905	1.600000024	0.02	0.298000008	4.230000019	2.90199995	0.624000013
2008	1	8	2.088999987	1.600000024	0.02	0.298000008	4.230000019	2.86500001	0.560000002
2008	1	9	2.016000032	1.600000024	0.017000001	0.298000008	4.230000019	2.83100009	NA
2008	1	10	1.942999959	1.600000024	0.014	0.298000008	4.230000019	2.83100009	NA
2008	1	11	1.932000041	1.600000024	0.014	0.298000008	4.230000019	2.83100009	NA
2008	1	12	1.932000041	1.600000024	0.013	0.298000008	4.230000019	2.801000118	NA
2008	1	13	1.922000051	1.600000024	0.011	0.298000008	4.230000019	2.825999975	NA
2008	1	14	1.858999968	1.600000024	0.011	0.298000008	4.230000019	2.79399991	NA
2008	1	15	1.84800005	1.600000024	0.011	0.298000008	4.230000019	2.75999999	NA
2008	1	16	1.84800005	1.600000024	0.011	0.298000008	4.230000019	2.75999999	NA
2008	1	17	1.838000059	1.600000024	0.01	0.298000008	4.230000019	2.75999999	NA
2008	1	18	1.774999976	1.600000024	0.009	0.298000008	4.230000019	2.75999999	NA
2008	1	19	1.764000058	1.600000024	0.009	0.298000008	4.230000019	2.75999999	NA
2008	1	20	1.764000058	1.600000024	0.009	0.298000008	4.230000019	2.752000093	NA
2008	1	21	1.753999949	1.600000024	0.009	0.298000008	4.230000019	2.693000078	NA
2008	1	22	1.690000057	1.600000024	0.006	0.298000008	4.230000019	2.688999891	NA
2008	1	23	1.679999948	1.600000024	0.006	0.298000008	4.230000019	2.688999891	NA
2008	1	24	1.679999948	1.600000024	0.006	0.298000008	4.230000019	2.684000015	NA
2008	1	25	1.672000051	1.600000024	0.003	0.171000004	4.230000019	2.615999937	NA
2008	1	26	1.623000026	1.600000024	0.003	0	4.230000019	2.556999922	NA
2008	1	27	1.61500001	1.600000024	0.003	0	4.230000019	2.60800004	NA
2008	1	28	1.61500001	1.600000024	0.003	0	4.230000019	2.552000046	NA
2008	1	29	1.606999993	1.600000024	0.003	0	4.230000019	2.546999931	NA
2008	1	30	1.557999969	1.600000024	0	0	4.230000019	2.546999931	NA
2008	1	31	1.549999952	1.600000024	0	0	4.230000019	2.546999931	NA
2008	2	1	1.549999952	1.600000024	0	0	4.230000019	2.546999931	NA
2008	2	2	1.549999952	1.600000024	0	0	4.245999813	2.546999931	NA
2008	2	3	1.542000055	1.600000024	0	0	4.323999882	2.546999931	NA
2008	2	4	1.51699996	1.600000024	0	0	4.245999813	2.552999973	NA
2008	2	5	1.656000018	1.600000024	0	0	4.214000225	2.612999916	NA
2008	2	6	1.672000051	1.600000024	0	0	4.105000019	2.618000031	NA
2008	2	7	1.623000026	1.600000024	0	0	3.996000051	2.582000017	NA
2008	2	8	1.61500001	1.600000024	0	0	3.963999987	2.546999931	NA
2008	2	9	1.61500001	1.600000024	0	0	3.855000019	2.546999931	NA
2008	2	10	1.606999993	1.600000024	0	0	3.730000019	2.546999931	NA
2008	2	11	1.557999969	1.600000024	0	0	3.621000051	2.546999931	NA
2008	2	12	1.549999952	1.600000024	0	0	3.605000019	2.546999931	NA
2008	2	13	1.542000055	1.600000024	0	0	3.621000051	2.546999931	NA
2008	2	14	1.493000031	1.600000024	0	0	3.730000019	2.546999931	NA
2008	2	15	1.485000014	1.600000024	0	0	3.855000019	2.512000084	NA
2008	2	16	1.485000014	1.600000024	0	0	3.948999882	2.476000071	NA
2008	2	17	1.485000014	1.600000024	0	0	3.871000051	2.476000071	NA
2008	2	18	1.485000014	1.600000024	0	0	3.823999882	2.476000071	NA
2008	2	19	1.485000014	1.600000024	0	0	3.635999918	2.470000029	NA
2008	2	20	1.485000014	1.600000024	0	0	3.621000051	2.40899992	NA
2008	2	21	1.485000014	1.600000024	0	0	3.698999882	2.437999964	NA
2008	2	22	1.485000014	1.600000024	0	0	3.635999918	2.476000071	NA
2008	2	23	1.476999998	1.600000024	0	0	3.713999987	2.476000071	NA
2008	2	24	1.427999973	1.600000024	0	0	3.730000019	2.476000071	NA
2008	2	25	1.419999957	1.600000024	0	0	3.730000019	2.476000071	NA
2008	2	26	1.419999957	1.600000024	0	0	3.713999987	2.476000071	NA
2008	2	27	1.419999957	1.600000024	0	0	3.621000051	2.476000071	NA
2008	2	28	1.419999957	1.600000024	0	0	3.622999907	2.476000071	NA
2008	2	29	1.411999941	1.600000024	0	0	3.747999907	2.476000071	NA
2008	3	1	1.363000035	1.600000024	0	0	3.967999935	2.476000071	NA
2008	3	2	1.355000019	1.600000024	0	0	4.271999836	2.476000071	NA
2008	3	3	1.355000019	1.600000024	0	0	6.34800005	2.476000071	NA
2008	3	4	1.355000019	1.600000024	0	0	8.369999886	2.476000071	NA
2008	3	5	1.355000019	1.600000024	0	0	7.447999954	2.476000071	NA
2008	3	6	1.355000019	1.600000024	0	0	7.382999897	2.476000071	NA
2008	3	7	1.371000051	1.600000024	0	0	7.077000141	2.476000071	NA
2008	3	8	1.468999982	1.600000024	0	0	6.454999924	2.476000071	NA
2008	3	9	1.485000014	1.600000024	0	0	5.833000183	2.480000019	NA
2008	3	10	1.476999998	1.600000024	0	0	5.348999977	2.540999889	NA
2008	3	11	1.419999957	1.600000024	0	0	4.875	2.542000055	NA
2008	3	12	1.363000035	1.600000024	0	0	4.56099987	2.480999947	NA
2008	3	13	1.355000019	1.600000024	0	0	4.293000221	2.476000071	NA
2008	3	14	1.355000019	1.600000024	0	0	3.885999918	2.476000071	NA
2008	3	15	1.355000019	1.600000024	0.001	0	3.948999882	2.476000071	NA
2008	3	16	1.355000019	1.600000024	0.012	0	3.799999952	2.476000071	NA
2008	3	17	1.355000019	1.600000024	0.013	0	5.348999977	2.476000071	NA
2008	3	18	1.355000019	1.600000024	0.011	0	7.117000103	2.476000071	NA
2008	3	19	1.371000051	1.600000024	0.011	0	7.512000084	2.476000071	NA
2008	3	20	1.468999982	1.600000024	0.011	0	6.860000134	2.476000071	NA
2008	3	21	1.476999998	1.600000024	0.009	0	7.255000114	2.476000071	NA
2008	3	22	1.427999973	1.600000024	0.006	0	6.671999931	2.476000071	NA
2008	3	23	1.427999973	1.600000024	0.003	0	4.826000214	2.476000071	NA
2008	3	24	1.468999982	1.600000024	0.003	0	4.356999874	2.476000071	NA
2008	3	25	1.427999973	1.600000024	0	0	4.050000191	2.476000071	NA
2008	3	26	1.452000022	1.600000024	0	0	3.910000086	2.510999918	NA
2008	3	27	1.646999955	1.600000024	0	0	3.737999916	2.552000046	NA
2008	3	28	1.672000051	1.600000024	0	0	4.580999851	2.65199995	NA
2008	3	29	1.623000026	1.600000024	0	0	4.361999989	2.790999889	NA
2008	3	30	1.606999993	1.600000024	0	0	4.034999847	2.90199995	NA
2008	3	31	1.557999969	1.600000024	0	0	3.746000051	2.982000113	NA
2008	4	1	1.542000055	1.600000024	0	0	3.730000019	3.03399992	NA
2008	4	2	1.493000031	1.600000024	0	0	3.730000019	2.911999941	NA
2008	4	3	1.485000014	1.600000024	0	0	3.683000088	3.003000021	NA
2008	4	4	1.485000014	1.600000024	0	0	3.372999907	3.155999899	NA
2008	4	5	1.476999998	1.600000024	0	0	3.183000088	3.510999918	NA
2008	4	6	1.43599999	1.600000024	0	0	3.298000097	3.381999969	NA
2008	4	7	1.476999998	1.600000024	0	0	3.14199996	3.02699995	NA
2008	4	8	1.485000014	1.600000024	0	0	3.022000074	2.582999945	NA
2008	4	9	1.485000014	1.600000024	0	0	2.917999983	2.480000019	NA
2008	4	10	1.501000047	1.600000024	0	0	2.813999891	2.576999903	NA
2008	4	11	1.606999993	1.600000024	0	0	2.72300005	2.59100008	NA
2008	4	12	1.692999959	1.600000024	0	0	2.710000038	2.700000048	NA
2008	4	13	1.84800005	1.600000024	0	0	2.762000084	2.530999899	NA
2008	4	14	1.995000005	1.600000024	0	0	3.061000109	2.482000113	NA
2008	4	15	2.006000042	1.600000024	0	0	3.035000086	2.476000071	NA
2008	4	16	1.942999959	1.600000024	0	0	3.009000063	2.476000071	NA
2008	4	17	1.963999987	1.600000024	0	0	2.917999983	2.476000071	NA
2008	4	18	2.220000029	1.600000024	0	0	2.826999903	2.476000071	NA
2008	4	19	2.655999899	1.600000024	0	0	2.801000118	2.476000071	NA
2008	4	20	2.749000072	1.600000024	0	0	2.710000038	2.443000078	NA
2008	4	21	2.927999973	1.600000024	0	0	2.618999958	2.415999889	NA
2008	4	22	3.144999981	1.600000024	0	0	2.605999947	2.651000023	NA
2008	4	23	3.473999977	1.600000024	0	0	2.605999947	2.99000001	NA
2008	4	24	4.085999966	1.600000024	0.045000002	0	2.592999935	3.052999973	NA
2008	4	25	4.964000225	1.600000024	6.427000046	0	2.515000105	3.190000057	NA
2008	4	26	5.252999783	1.600000024	32.04999924	0	2.502000093	3.372999907	NA
2008	4	27	4.902999878	1.600000024	10.92000008	0	2.502000093	3.926000118	NA
2008	4	28	4.495999813	1.600000024	5.379000187	0	2.540999889	7.465000153	NA
2008	4	29	4.600999832	1.600000024	2.08100009	0	2.775000095	12.26000023	NA
2008	4	30	4.493000031	1.600000024	1.095000029	0	2.796999931	9.531999588	NA
2008	5	1	4.170000076	1.600000024	0.665000021	0	2.707999945	7.231999874	NA
2008	5	2	3.917000055	1.600000024	0.416000009	0	2.611999989	6.132999897	NA
2008	5	3	4.31799984	1.600000024	1.294999957	0	2.553999901	5.34100008	NA
2008	5	4	5.874000072	1.600000024	0.972000003	0	2.502000093	4.427999973	NA
2008	5	5	6.363999844	1.600000024	0.591000021	0	2.509000063	4.044000149	NA
2008	5	6	6.027999878	1.600000024	0.442999989	0	2.598999977	4.080999851	NA
2008	5	7	5.376999855	1.600000024	0.855000019	0	2.598999977	3.825999975	NA
2008	5	8	4.78000021	1.600000024	3.618999958	0	2.522000074	3.546999931	NA
2008	5	9	4.293000221	1.600000024	2.529000044	0	2.703999996	3.773000002	NA
2008	5	10	3.90899992	1.600000024	1.192000031	0	3.140000105	3.714999914	NA
2008	5	11	3.561000109	1.600000024	0.912999988	0	4.284999847	3.79399991	NA
2008	5	12	3.335999966	1.600000024	0.588	0	4.800000191	4.433000088	NA
2008	5	13	3.144999981	1.600000024	0.500999987	0	3.838000059	4.97300005	NA
2008	5	14	3.042999983	1.600000024	4.625999928	0	3.667999983	4.083000183	NA
2008	5	15	3.003999949	1.600000024	2.562000036	0	3.65199995	3.91899991	NA
2008	5	16	2.825999975	1.600000024	1.082999945	0.028000001	3.309000015	3.954999924	NA
2008	5	17	2.63499999	1.600000024	0.360000014	2.555000067	3.161999941	4.879000187	NA
2008	5	18	2.532999992	1.600000024	0.107000001	0.389999986	3.559000015	4.864999771	NA
2008	5	19	2.52699995	1.600000024	0.894999981	0.148000002	3.25	3.786999941	NA
